n, c, k, t_tot, dt_prim, dt_sec, mean_t_sec, dev_t_sec, m_tot, dm_prim, dm_sec, mean_m_sec, dev_m_sec
1000000, 1.000000, 7.505051, 9137342, 2461541.000000, 6675801.000000, 6.675801, 22.486075, 64000600.000000, 56000000.000000, 8000600.000000, 8.000600, 13.283480
1000000, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
1000000, 1.000000, 7.575758, 9719634, 2515802.000000, 7203832.000000, 7.203832, 30.293707, 64004536.000000, 56000000.000000, 8004536.000000, 8.004536, 13.289433
1000000, 1.000000, 7.434343, 10261795, 2572240.000000, 7689555.000000, 7.689555, 39.763339, 63988408.000000, 56000000.000000, 7988408.000000, 7.988408, 13.218613
1000000, 1.000000, 7.363636, 9800140, 2471703.000000, 7328437.000000, 7.328437, 37.670936, 63991240.000000, 56000000.000000, 7991240.000000, 7.991240, 13.222253
1000000, 1.000000, 7.222222, 9646345, 2398899.000000, 7247446.000000, 7.247446, 37.219513, 63997496.000000, 56000000.000000, 7997496.000000, 7.997496, 13.263888
1000000, 1.000000, 7.292929, 9973367, 2439716.000000, 7533651.000000, 7.533651, 42.768327, 64002584.000000, 56000000.000000, 8002584.000000, 8.002584, 13.283906
1000000, 1.000000, 7.080808, 8538452, 2343907.000000, 6194545.000000, 6.194545, 27.209627, 63994952.000000, 56000000.000000, 7994952.000000, 7.994952, 13.249114
1000000, 1.000000, 7.151515, 9826073, 2374279.000000, 7451794.000000, 7.451794, 42.121519, 68007496.000000, 56000000.000000, 12007496.000000, 12.007496, 24.656142
1000000, 1.000000, 7.010101, 8258308, 2395175.000000, 5863133.000000, 5.863133, 16.289870, 63994584.000000, 56000000.000000, 7994584.000000, 7.994584, 13.253076
1000000, 1.000000, 6.939394, 9000515, 2354901.000000, 6645614.000000, 6.645614, 36.575855, 64001448.000000, 56000000.000000, 8001448.000000, 8.001448, 13.279028
1000000, 1.000000, 6.868687, 7994866, 2259763.000000, 5735103.000000, 5.735103, 22.801141, 63999512.000000, 56000000.000000, 7999512.000000, 7.999512, 13.268295
1000000, 1.000000, 6.797980, 9078676, 2319308.000000, 6759368.000000, 6.759368, 36.514480, 63984120.000000, 56000000.000000, 7984120.000000, 7.984120, 13.199662
1000000, 1.000000, 6.727273, 9449888, 2488681.000000, 6961207.000000, 6.961207, 41.754240, 63994624.000000, 56000000.000000, 7994624.000000, 7.994624, 13.240876
1000000, 1.000000, 6.656566, 9735517, 2398420.000000, 7337097.000000, 7.337097, 67.078560, 63997504.000000, 56000000.000000, 7997504.000000, 7.997504, 13.277672
1000000, 1.000000, 6.585859, 9664816, 2420548.000000, 7244268.000000, 7.244268, 23.459368, 64003824.000000, 56000000.000000, 8003824.000000, 8.003824, 13.293561
1000000, 1.000000, 6.515152, 9572130, 2475298.000000, 7096832.000000, 7.096832, 30.946612, 64000208.000000, 56000000.000000, 8000208.000000, 8.000208, 13.262335
1000000, 1.000000, 6.444444, 10272474, 2506118.000000, 7766356.000000, 7.766356, 40.983616, 64001944.000000, 56000000.000000, 8001944.000000, 8.001944, 13.301564
1000000, 1.000000, 6.373737, 9409612, 2462275.000000, 6947337.000000, 6.947337, 36.361999, 64006384.000000, 56000000.000000, 8006384.000000, 8.006384, 13.304835
1000000, 1.000000, 6.303030, 9596098, 2614120.000000, 6981978.000000, 6.981978, 32.829291, 63996320.000000, 56000000.000000, 7996320.000000, 7.996320, 13.224118
1000000, 1.000000, 6.232323, 9482799, 2421135.000000, 7061664.000000, 7.061664, 29.498045, 63994808.000000, 56000000.000000, 7994808.000000, 7.994808, 13.244635
1000000, 1.000000, 6.161616, 10625604, 2669050.000000, 7956554.000000, 7.956554, 42.061710, 63997000.000000, 56000000.000000, 7997000.000000, 7.997000, 13.234542
1000000, 1.000000, 6.090909, 10098449, 2510504.000000, 7587945.000000, 7.587945, 29.820043, 63996664.000000, 56000000.000000, 7996664.000000, 7.996664, 13.236319
1000000, 1.000000, 6.020202, 9850390, 2577948.000000, 7272442.000000, 7.272442, 30.763095, 63991824.000000, 56000000.000000, 7991824.000000, 7.991824, 13.239889
1000000, 1.000000, 5.949495, 10699820, 2560675.000000, 8139145.000000, 8.139145, 39.761529, 64007776.000000, 56000000.000000, 8007776.000000, 8.007776, 13.261986
1000000, 1.000000, 5.878788, 10592669, 2573948.000000, 8018721.000000, 8.018721, 42.231549, 64008760.000000, 56000000.000000, 8008760.000000, 8.008760, 13.297454
1000000, 1.000000, 5.808081, 9938885, 2486812.000000, 7452073.000000, 7.452073, 26.780787, 68003112.000000, 56000000.000000, 12003112.000000, 12.003112, 24.675567
1000000, 1.000000, 5.737374, 9591344, 2569489.000000, 7021855.000000, 7.021855, 25.661077, 64005744.000000, 56000000.000000, 8005744.000000, 8.005744, 13.297416
1000000, 1.000000, 5.666667, 10699964, 2574988.000000, 8124976.000000, 8.124976, 54.310249, 64010392.000000, 56000000.000000, 8010392.000000, 8.010392, 13.297460
1000000, 1.000000, 5.595960, 10638410, 2608562.000000, 8029848.000000, 8.029848, 39.349187, 63991464.000000, 56000000.000000, 7991464.000000, 7.991464, 13.216633
1000000, 1.000000, 5.525253, 10386216, 2526361.000000, 7859855.000000, 7.859855, 25.538449, 64004112.000000, 56000000.000000, 8004112.000000, 8.004112, 13.262602
1000000, 1.000000, 5.454545, 10061194, 2489272.000000, 7571922.000000, 7.571922, 28.918643, 63998576.000000, 56000000.000000, 7998576.000000, 7.998576, 13.266547
1000000, 1.000000, 5.383838, 9848505, 2532437.000000, 7316068.000000, 7.316068, 39.990320, 64003208.000000, 56000000.000000, 8003208.000000, 8.003208, 13.278514
1000000, 1.000000, 5.242424, 9553497, 2446169.000000, 7107328.000000, 7.107328, 30.938202, 63993440.000000, 56000000.000000, 7993440.000000, 7.993440, 13.242877
1000000, 1.000000, 5.313131, 9797921, 2468514.000000, 7329407.000000, 7.329407, 25.051237, 64000504.000000, 56000000.000000, 8000504.000000, 8.000504, 13.284586
1000000, 1.000000, 5.171717, 9413260, 2336241.000000, 7077019.000000, 7.077019, 23.391987, 64002744.000000, 56000000.000000, 8002744.000000, 8.002744, 13.286876
1000000, 1.000000, 5.101010, 9781131, 2426261.000000, 7354870.000000, 7.354870, 31.024040, 64000664.000000, 56000000.000000, 8000664.000000, 8.000664, 13.260877
1000000, 1.000000, 5.030303, 9163643, 2392088.000000, 6771555.000000, 6.771555, 30.233728, 63995528.000000, 56000000.000000, 7995528.000000, 7.995528, 13.262425
1000000, 1.000000, 4.959596, 9560592, 2375500.000000, 7185092.000000, 7.185092, 39.748342, 63997088.000000, 56000000.000000, 7997088.000000, 7.997088, 13.234684
1000000, 1.000000, 4.888889, 10277612, 2578121.000000, 7699491.000000, 7.699491, 30.902937, 63991528.000000, 56000000.000000, 7991528.000000, 7.991528, 13.222501
1000000, 1.000000, 4.818182, 10247994, 2523461.000000, 7724533.000000, 7.724533, 30.116518, 64000912.000000, 56000000.000000, 8000912.000000, 8.000912, 13.276074
1000000, 1.000000, 4.747475, 9319280, 2395941.000000, 6923339.000000, 6.923339, 26.922499, 64007936.000000, 56000000.000000, 8007936.000000, 8.007936, 13.300252
1000000, 1.000000, 4.676768, 9183074, 2456672.000000, 6726402.000000, 6.726402, 16.603152, 63996272.000000, 56000000.000000, 7996272.000000, 7.996272, 13.277259
1000000, 1.000000, 4.606061, 9687332, 2426832.000000, 7260500.000000, 7.260500, 24.757313, 64000072.000000, 56000000.000000, 8000072.000000, 8.000072, 13.264112
1000000, 1.000000, 4.535354, 9779619, 2450887.000000, 7328732.000000, 7.328732, 29.899530, 64000320.000000, 56000000.000000, 8000320.000000, 8.000320, 13.278214
1000000, 1.000000, 4.464646, 9967157, 2512507.000000, 7454650.000000, 7.454650, 30.969571, 64005208.000000, 56000000.000000, 8005208.000000, 8.005208, 13.304796
1000000, 1.000000, 4.393939, 10066012, 2480298.000000, 7585714.000000, 7.585714, 36.330271, 63998240.000000, 56000000.000000, 7998240.000000, 7.998240, 13.254950
1000000, 1.000000, 4.323232, 10004033, 2459195.000000, 7544838.000000, 7.544838, 32.289374, 64002640.000000, 56000000.000000, 8002640.000000, 8.002640, 13.285536
1000000, 1.000000, 4.252525, 10041951, 2460625.000000, 7581326.000000, 7.581326, 30.336996, 64001464.000000, 56000000.000000, 8001464.000000, 8.001464, 13.266428
1000000, 1.000000, 4.181818, 10346572, 2525644.000000, 7820928.000000, 7.820928, 36.796876, 64008512.000000, 56000000.000000, 8008512.000000, 8.008512, 13.326333
1000000, 1.000000, 4.111111, 9632619, 2480584.000000, 7152035.000000, 7.152035, 27.416435, 64001952.000000, 56000000.000000, 8001952.000000, 8.001952, 13.271373
1000000, 1.000000, 4.040404, 9770129, 2396806.000000, 7373323.000000, 7.373323, 25.572395, 63994472.000000, 56000000.000000, 7994472.000000, 7.994472, 13.251164
1000000, 1.000000, 3.969697, 10377676, 2524806.000000, 7852870.000000, 7.852870, 47.118226, 63992872.000000, 56000000.000000, 7992872.000000, 7.992872, 13.270087
1000000, 1.000000, 3.898990, 9857009, 2384200.000000, 7472809.000000, 7.472809, 46.034781, 63999632.000000, 56000000.000000, 7999632.000000, 7.999632, 13.264818
1000000, 1.000000, 3.828283, 9480650, 2371940.000000, 7108710.000000, 7.108710, 29.307756, 63995960.000000, 56000000.000000, 7995960.000000, 7.995960, 13.230015
