n, c, k, t_tot, dt_prim, dt_sec, mean_t_sec, dev_t_sec, m_tot, dm_prim, dm_sec, mean_m_sec, dev_m_sec
4142000, 1.000000, 4.000000, 42612533, 11296557.000000, 31315976.000000, 7.560593, 41.136689, 265069144.000000, 231952000.000000, 33117144.000000, 7.995448, 13.259255
4041000, 1.000000, 4.000000, 41874389, 10931130.000000, 30943259.000000, 7.657327, 38.488960, 258614616.000000, 226296000.000000, 32318616.000000, 7.997678, 13.254258
2526000, 1.000000, 4.000000, 27123073, 6715233.000000, 20407840.000000, 8.079113, 46.761737, 161666760.000000, 141456000.000000, 20210760.000000, 8.001093, 13.265441
7576000, 1.000000, 4.000000, 78796133, 20445645.000000, 58350488.000000, 7.702018, 44.168888, 484823016.000000, 424256000.000000, 60567016.000000, 7.994590, 13.242034
7475000, 1.000000, 4.000000, 76381976, 20221408.000000, 56160568.000000, 7.513119, 38.054505, 478365792.000000, 418600000.000000, 59765792.000000, 7.995424, 13.248876
3940000, 1.000000, 4.000000, 40975222, 10339125.000000, 30636097.000000, 7.775659, 35.917254, 252185432.000000, 220640000.000000, 31545432.000000, 8.006455, 13.300333
7374000, 1.000000, 4.000000, 77668961, 20016011.000000, 57652950.000000, 7.818409, 42.659248, 471892232.000000, 412944000.000000, 58948232.000000, 7.994065, 13.238343
7273000, 1.000000, 4.000000, 76418150, 19822776.000000, 56595374.000000, 7.781572, 41.013422, 465426480.000000, 407288000.000000, 58138480.000000, 7.993741, 13.235249
7172000, 1.000000, 4.000000, 75792166, 19374816.000000, 56417350.000000, 7.866334, 45.272909, 487654440.000000, 401632000.000000, 86022440.000000, 11.994205, 24.619504
7071000, 1.000000, 4.000000, 75833474, 19471008.000000, 56362466.000000, 7.970933, 42.853439, 452497336.000000, 395976000.000000, 56521336.000000, 7.993401, 13.244095
6970000, 1.000000, 4.000000, 73406439, 18916258.000000, 54490181.000000, 7.817816, 40.156368, 446031752.000000, 390320000.000000, 55711752.000000, 7.993078, 13.241624
6869000, 1.000000, 4.000000, 71736658, 18568233.000000, 53168425.000000, 7.740344, 40.423573, 439562680.000000, 384664000.000000, 54898680.000000, 7.992238, 13.234505
6768000, 1.000000, 4.000000, 70986282, 18168964.000000, 52817318.000000, 7.803977, 49.833424, 433096400.000000, 379008000.000000, 54088400.000000, 7.991785, 13.236860
2425000, 1.000000, 4.000000, 22431828, 5804341.000000, 16627487.000000, 6.856696, 31.687368, 155213440.000000, 135800000.000000, 19413440.000000, 8.005542, 13.302213
3839000, 1.000000, 4.000000, 39327635, 10178707.000000, 29148928.000000, 7.592844, 48.208417, 245663104.000000, 214984000.000000, 30679104.000000, 7.991431, 13.237161
102000, 1.000000, 4.000000, 994196, 253802.000000, 740394.000000, 7.258765, 68.826060, 6529192.000000, 5712000.000000, 817192.000000, 8.011686, 13.283899
6667000, 1.000000, 4.000000, 69066679, 18072030.000000, 50994649.000000, 7.648815, 48.873646, 426642880.000000, 373352000.000000, 53290880.000000, 7.993232, 13.235899
3738000, 1.000000, 4.000000, 35732649, 9118968.000000, 26613681.000000, 7.119765, 37.205736, 239218904.000000, 209328000.000000, 29890904.000000, 7.996497, 13.258926
1516000, 1.000000, 4.000000, 14889978, 3699652.000000, 11190326.000000, 7.381482, 42.941934, 103083800.000000, 84896000.000000, 18187800.000000, 11.997230, 24.626543
3637000, 1.000000, 4.000000, 35453197, 8964924.000000, 26488273.000000, 7.283001, 31.396548, 232748808.000000, 203672000.000000, 29076808.000000, 7.994723, 13.248556
6566000, 1.000000, 4.000000, 69231695, 17747895.000000, 51483800.000000, 7.840969, 53.208377, 420192344.000000, 367696000.000000, 52496344.000000, 7.995179, 13.248215
2122000, 1.000000, 4.000000, 21320334, 5327471.000000, 15992863.000000, 7.536693, 38.851472, 135792136.000000, 118832000.000000, 16960136.000000, 7.992524, 13.245693
6465000, 1.000000, 4.000000, 66650680, 17190218.000000, 49460462.000000, 7.650497, 45.029600, 413677384.000000, 362040000.000000, 51637384.000000, 7.987221, 13.210135
3536000, 1.000000, 4.000000, 35686993, 9050052.000000, 26636941.000000, 7.533072, 37.361267, 226301496.000000, 198016000.000000, 28285496.000000, 7.999292, 13.265023
6364000, 1.000000, 4.000000, 64916138, 17169258.000000, 47746880.000000, 7.502652, 38.269299, 407267872.000000, 356384000.000000, 50883872.000000, 7.995580, 13.251607
6263000, 1.000000, 4.000000, 66158637, 17030082.000000, 49128555.000000, 7.844253, 47.961372, 400802576.000000, 350728000.000000, 50074576.000000, 7.995302, 13.249625
3435000, 1.000000, 4.000000, 33502346, 8448424.000000, 25053922.000000, 7.293718, 33.680773, 219823816.000000, 192360000.000000, 27463816.000000, 7.995289, 13.248305
6162000, 1.000000, 4.000000, 64802741, 16988906.000000, 47813835.000000, 7.759467, 44.899996, 394356752.000000, 345072000.000000, 49284752.000000, 7.998175, 13.257408
2021000, 1.000000, 4.000000, 18994081, 4789104.000000, 14204977.000000, 7.028687, 39.547592, 129342424.000000, 113176000.000000, 16166424.000000, 7.999220, 13.267354
6061000, 1.000000, 4.000000, 61794126, 15979818.000000, 45814308.000000, 7.558869, 44.776434, 387864664.000000, 339416000.000000, 48448664.000000, 7.993510, 13.237466
5960000, 1.000000, 4.000000, 61166003, 15639373.000000, 45526630.000000, 7.638696, 40.752187, 381410936.000000, 333760000.000000, 47650936.000000, 7.995123, 13.243408
5859000, 1.000000, 4.000000, 58040550, 14651550.000000, 43389000.000000, 7.405530, 44.122719, 374951576.000000, 328104000.000000, 46847576.000000, 7.995831, 13.250370
3334000, 1.000000, 4.000000, 33613027, 8651551.000000, 24961476.000000, 7.486945, 47.873473, 213372520.000000, 186704000.000000, 26668520.000000, 7.998956, 13.269536
5758000, 1.000000, 4.000000, 56364976, 14087693.000000, 42277283.000000, 7.342356, 42.256193, 368510240.000000, 322448000.000000, 46062240.000000, 7.999694, 13.253661
5657000, 1.000000, 4.000000, 52112469, 13947769.000000, 38164700.000000, 6.746456, 36.046990, 362035072.000000, 316792000.000000, 45243072.000000, 7.997715, 13.258657
3233000, 1.000000, 4.000000, 31364008, 8069098.000000, 23294910.000000, 7.205354, 34.899537, 206925048.000000, 181048000.000000, 25877048.000000, 8.004036, 13.300565
5556000, 1.000000, 4.000000, 52858500, 13392212.000000, 39466288.000000, 7.103364, 33.291341, 355556504.000000, 311136000.000000, 44420504.000000, 7.995051, 13.253470
1415000, 1.000000, 4.000000, 14081456, 3622476.000000, 10458980.000000, 7.391505, 29.017095, 90556656.000000, 79240000.000000, 11316656.000000, 7.997637, 13.259140
5455000, 1.000000, 4.000000, 52852777, 13525882.000000, 39326895.000000, 7.209330, 33.686383, 349074824.000000, 305480000.000000, 43594824.000000, 7.991718, 13.235863
1920000, 1.000000, 4.000000, 20627527, 4957486.000000, 15670041.000000, 8.161480, 36.865740, 122887808.000000, 107520000.000000, 15367808.000000, 8.004067, 13.290357
5354000, 1.000000, 4.000000, 53905516, 13493673.000000, 40411843.000000, 7.547972, 37.909410, 342618464.000000, 299824000.000000, 42794464.000000, 7.992989, 13.247095
3132000, 1.000000, 4.000000, 31069951, 7963001.000000, 23106950.000000, 7.377698, 28.886194, 200414760.000000, 175392000.000000, 25022760.000000, 7.989387, 13.224544
5253000, 1.000000, 4.000000, 55191306, 13480137.000000, 41711169.000000, 7.940447, 34.129733, 336177520.000000, 294168000.000000, 42009520.000000, 7.997243, 13.262261
10000000, 1.000000, 4.000000, 103812647, 26711544.000000, 77101103.000000, 7.710110, 40.335622, 639925648.000000, 560000000.000000, 79925648.000000, 7.992565, 13.237678
5152000, 1.000000, 4.000000, 52909067, 13142033.000000, 39767034.000000, 7.718757, 38.163889, 329702392.000000, 288512000.000000, 41190392.000000, 7.995030, 13.234882
9899000, 1.000000, 4.000000, 100507666, 26664715.000000, 73842951.000000, 7.459637, 33.484792, 633461344.000000, 554344000.000000, 79117344.000000, 7.992458, 13.229810
9798000, 1.000000, 4.000000, 102366987, 26351326.000000, 76015661.000000, 7.758283, 38.764135, 627013328.000000, 548688000.000000, 78325328.000000, 7.994012, 13.241361
9697000, 1.000000, 4.000000, 101916796, 26049526.000000, 75867270.000000, 7.823788, 43.016296, 620514120.000000, 543032000.000000, 77482120.000000, 7.990319, 13.225816
9596000, 1.000000, 4.000000, 102917639, 26363072.000000, 76554567.000000, 7.977758, 43.285495, 614072584.000000, 537376000.000000, 76696584.000000, 7.992558, 13.247235
9495000, 1.000000, 4.000000, 98292969, 25576845.000000, 72716124.000000, 7.658360, 38.931322, 607600024.000000, 531720000.000000, 75880024.000000, 7.991577, 13.234167
5051000, 1.000000, 4.000000, 50423826, 12673270.000000, 37750556.000000, 7.473878, 36.876659, 323261760.000000, 282856000.000000, 40405760.000000, 7.999557, 13.261805
9394000, 1.000000, 4.000000, 99299160, 25559849.000000, 73739311.000000, 7.849618, 47.194904, 601135056.000000, 526064000.000000, 75071056.000000, 7.991383, 13.231534
3031000, 1.000000, 4.000000, 29661392, 7414664.000000, 22246728.000000, 7.339732, 30.823540, 193995088.000000, 169736000.000000, 24259088.000000, 8.003658, 13.296755
9293000, 1.000000, 4.000000, 95126194, 25285628.000000, 69840566.000000, 7.515395, 37.784233, 594682168.000000, 520408000.000000, 74274168.000000, 7.992486, 13.233490
1819000, 1.000000, 4.000000, 16823607, 4540505.000000, 12283102.000000, 6.752667, 29.538962, 116421000.000000, 101864000.000000, 14557000.000000, 8.002749, 13.259994
4950000, 1.000000, 4.000000, 48266664, 12191584.000000, 36075080.000000, 7.287895, 28.499605, 316794816.000000, 277200000.000000, 39594816.000000, 7.998953, 13.264243
9192000, 1.000000, 4.000000, 97243621, 24885409.000000, 72358212.000000, 7.871868, 46.871402, 588224616.000000, 514752000.000000, 73472616.000000, 7.993104, 13.226955
2930000, 1.000000, 4.000000, 29260445, 7404054.000000, 21856391.000000, 7.459519, 30.337088, 187500712.000000, 164080000.000000, 23420712.000000, 7.993417, 13.242430
9091000, 1.000000, 4.000000, 96212211, 24821707.000000, 71390504.000000, 7.852877, 44.793304, 581767416.000000, 509096000.000000, 72671416.000000, 7.993776, 13.238372
4849000, 1.000000, 4.000000, 48194502, 12241074.000000, 35953428.000000, 7.414607, 33.439778, 310322888.000000, 271544000.000000, 38778888.000000, 7.997296, 13.259528
8990000, 1.000000, 4.000000, 92740434, 24035985.000000, 68704449.000000, 7.642319, 45.305571, 575273248.000000, 503440000.000000, 71833248.000000, 7.990350, 13.229092
8889000, 1.000000, 4.000000, 89814346, 23405313.000000, 66409033.000000, 7.470923, 37.668063, 568825784.000000, 497784000.000000, 71041784.000000, 7.992101, 13.226833
4748000, 1.000000, 4.000000, 47461278, 11820134.000000, 35641144.000000, 7.506559, 33.154538, 303839600.000000, 265888000.000000, 37951600.000000, 7.993176, 13.246492
8788000, 1.000000, 4.000000, 88258692, 23129697.000000, 65128995.000000, 7.411128, 37.389016, 562365592.000000, 492128000.000000, 70237592.000000, 7.992443, 13.228687
2829000, 1.000000, 4.000000, 28706026, 7123267.000000, 21582759.000000, 7.629112, 38.502537, 181049800.000000, 158424000.000000, 22625800.000000, 7.997808, 13.256951
8687000, 1.000000, 4.000000, 87538234, 22833842.000000, 64704392.000000, 7.448416, 38.832781, 555879104.000000, 486472000.000000, 69407104.000000, 7.989767, 13.224849
4647000, 1.000000, 4.000000, 46218444, 11593607.000000, 34624837.000000, 7.451009, 33.980866, 297370240.000000, 260232000.000000, 37138240.000000, 7.991874, 13.234327
8586000, 1.000000, 4.000000, 86980449, 22620423.000000, 64360026.000000, 7.495927, 37.781052, 549418120.000000, 480816000.000000, 68602120.000000, 7.989998, 13.230139
8485000, 1.000000, 4.000000, 86996500, 22691217.000000, 64305283.000000, 7.578702, 38.876533, 542978168.000000, 475160000.000000, 67818168.000000, 7.992713, 13.242613
4546000, 1.000000, 4.000000, 42416777, 11163424.000000, 31253353.000000, 6.874913, 25.853449, 290910064.000000, 254576000.000000, 36334064.000000, 7.992535, 13.238903
8384000, 1.000000, 4.000000, 84297956, 22115772.000000, 62182184.000000, 7.416768, 42.808788, 536508040.000000, 469504000.000000, 67004040.000000, 7.991894, 13.242606
8283000, 1.000000, 4.000000, 79702475, 21581926.000000, 58120549.000000, 7.016848, 38.864878, 530053000.000000, 463848000.000000, 66205000.000000, 7.992877, 13.238162
4445000, 1.000000, 4.000000, 38068217, 10353876.000000, 27714341.000000, 6.234947, 28.402822, 284464776.000000, 248920000.000000, 35544776.000000, 7.996575, 13.243205
8182000, 1.000000, 4.000000, 80983119, 21542330.000000, 59440789.000000, 7.264824, 44.854352, 523573152.000000, 458192000.000000, 65381152.000000, 7.990852, 13.224738
8081000, 1.000000, 4.000000, 75077706, 20281378.000000, 54796328.000000, 6.780885, 30.931001, 517124344.000000, 452536000.000000, 64588344.000000, 7.992618, 13.246673
7980000, 1.000000, 4.000000, 77624586, 20597967.000000, 57026619.000000, 7.146193, 37.315796, 510648272.000000, 446880000.000000, 63768272.000000, 7.991012, 13.228158
7879000, 1.000000, 4.000000, 76836688, 20304230.000000, 56532458.000000, 7.175080, 34.470794, 504213408.000000, 441224000.000000, 62989408.000000, 7.994594, 13.249170
7778000, 1.000000, 4.000000, 73388793, 20060625.000000, 53328168.000000, 6.856283, 37.155530, 497729872.000000, 435568000.000000, 62161872.000000, 7.992012, 13.238042
7677000, 1.000000, 4.000000, 76861869, 20324255.000000, 56537614.000000, 7.364545, 40.024379, 491266192.000000, 429912000.000000, 61354192.000000, 7.991949, 13.236717
