n, c, k, t_tot, dt_prim, dt_sec, mean_t_sec, dev_t_sec, m_tot, dm_prim, dm_sec, mean_m_sec, dev_m_sec
7500025, 2.125000, 6.833333, 73197348, 19810196.000000, 53387152.000000, 7.118263, 37.259414, 561479160.000000, 420001400.000000, 141477760.000000, 18.863638, 28.533419
7500025, 2.250000, 6.833333, 75230568, 20328561.000000, 54902007.000000, 7.320243, 46.759423, 564624572.000000, 420001400.000000, 144623172.000000, 19.283025, 29.935529
7500025, 2.000000, 6.833333, 72768947, 19629390.000000, 53139557.000000, 7.085251, 44.733976, 539910432.000000, 420001400.000000, 119909032.000000, 15.987818, 26.475772
7500025, 1.875000, 6.833333, 72077076, 19939532.000000, 52137544.000000, 6.951649, 40.928782, 536820596.000000, 420001400.000000, 116819196.000000, 15.575841, 25.108859
7500025, 1.750000, 6.833333, 75318434, 20049959.000000, 55268475.000000, 7.369105, 41.531753, 528140624.000000, 420001400.000000, 108139224.000000, 14.418515, 23.209997
7500025, 1.625000, 6.833333, 73235040, 19725033.000000, 53510007.000000, 7.134644, 43.848921, 525060168.000000, 420001400.000000, 105058768.000000, 14.007789, 21.828282
7500025, 1.500000, 6.833333, 74426539, 19580953.000000, 54845586.000000, 7.312720, 45.306713, 516427816.000000, 420001400.000000, 96426416.000000, 12.856813, 19.966546
10000000, 1.500000, 6.250000, 96052060, 26875281.000000, 69176779.000000, 6.917678, 42.800306, 688501864.000000, 560000000.000000, 128501864.000000, 12.850186, 19.949965
7500025, 1.375000, 6.833333, 71769329, 19811493.000000, 51957836.000000, 6.927688, 40.782229, 513346500.000000, 420001400.000000, 93345100.000000, 12.445972, 18.590037
7500025, 1.250000, 6.833333, 73455601, 19877463.000000, 53578138.000000, 7.143728, 38.909866, 504697316.000000, 420001400.000000, 84695916.000000, 11.292751, 16.752897
7500025, 1.125000, 6.833333, 73305782, 19712582.000000, 53593200.000000, 7.145736, 38.293016, 501581772.000000, 420001400.000000, 81580372.000000, 10.877347, 15.356586
7500025, 1.000000, 6.833333, 72987643, 19854342.000000, 53133301.000000, 7.084417, 35.896108, 479949908.000000, 420001400.000000, 59948508.000000, 7.993108, 13.238656
7500025, 3.250000, 6.541667, 71048190, 19385406.000000, 51662784.000000, 6.888348, 34.979224, 624522444.000000, 420001400.000000, 204521044.000000, 27.269382, 43.131782
7500025, 3.125000, 6.541667, 72757634, 19882721.000000, 52874913.000000, 7.049965, 32.812762, 621572556.000000, 420001400.000000, 201571156.000000, 26.876065, 41.862785
7500025, 3.000000, 6.541667, 72684215, 19702753.000000, 52981462.000000, 7.064171, 36.176774, 599898908.000000, 420001400.000000, 179897508.000000, 23.986254, 39.718995
7500025, 2.750000, 6.541667, 74224671, 20114093.000000, 54110578.000000, 7.214720, 39.383388, 588004920.000000, 420001400.000000, 168003520.000000, 22.400395, 36.382686
7500025, 2.875000, 6.541667, 74932876, 20721487.000000, 54211389.000000, 7.228161, 40.011613, 596762668.000000, 420001400.000000, 176761268.000000, 23.568091, 38.323851
10000000, 1.000000, 6.250000, 101052286, 26357200.000000, 74695086.000000, 7.469509, 52.621134, 639917632.000000, 560000000.000000, 79917632.000000, 7.991763, 13.227025
7500025, 2.625000, 6.541667, 76385890, 20800063.000000, 55585827.000000, 7.411419, 46.456641, 585033064.000000, 420001400.000000, 165031664.000000, 22.004149, 35.078653
7500025, 2.500000, 6.541667, 75928229, 20267964.000000, 55660265.000000, 7.421344, 50.111554, 576334420.000000, 420001400.000000, 156333020.000000, 20.844333, 33.180934
7500025, 2.375000, 6.541667, 75174214, 20211436.000000, 54962778.000000, 7.328346, 46.313467, 573290124.000000, 420001400.000000, 153288724.000000, 20.438428, 31.809975
7500025, 4.000000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.250000, 6.541667, 73751230, 19707721.000000, 54043509.000000, 7.205777, 35.805640, 564633188.000000, 420001400.000000, 144631788.000000, 19.284174, 29.946939
7500025, 3.875000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.125000, 6.541667, 73353417, 19505022.000000, 53848395.000000, 7.179762, 45.402209, 561570224.000000, 420001400.000000, 141568824.000000, 18.875780, 28.600166
7500025, 3.750000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.500000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.375000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.250000, 6.250000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.000000, 6.541667, 73113605, 19872198.000000, 53241407.000000, 7.098831, 35.577727, 539928000.000000, 420001400.000000, 119926600.000000, 15.990160, 26.489418
7500025, 1.875000, 6.541667, 74459020, 19955347.000000, 54503673.000000, 7.267132, 45.846830, 536782020.000000, 420001400.000000, 116780620.000000, 15.570697, 25.064065
7500025, 1.625000, 6.541667, 70135304, 19196317.000000, 50938987.000000, 6.791842, 32.854809, 525051956.000000, 420001400.000000, 105050556.000000, 14.006694, 21.813407
10000000, 3.125000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.750000, 6.541667, 73403898, 19808492.000000, 53595406.000000, 7.146030, 43.326131, 528190152.000000, 420001400.000000, 108188752.000000, 14.425119, 23.237578
7500025, 1.375000, 6.541667, 68411142, 19076208.000000, 49334934.000000, 6.577969, 40.749168, 513271520.000000, 420001400.000000, 93270120.000000, 12.435975, 18.554009
10000000, 1.125000, 6.250000, 99108916, 26361430.000000, 72747486.000000, 7.274749, 36.839268, 668788560.000000, 560000000.000000, 108788560.000000, 10.878856, 15.362044
7500025, 1.250000, 6.541667, 68385779, 18867789.000000, 49517990.000000, 6.602377, 35.069276, 504628748.000000, 420001400.000000, 84627348.000000, 11.283609, 16.714826
7500025, 1.125000, 6.541667, 68865457, 18779118.000000, 50086339.000000, 6.678156, 29.226803, 501579820.000000, 420001400.000000, 81578420.000000, 10.877086, 15.352649
7500025, 1.000000, 6.541667, 74219335, 19886964.000000, 54332371.000000, 7.244292, 44.718529, 479967620.000000, 420001400.000000, 59966220.000000, 7.995469, 13.251210
7500025, 3.125000, 6.250000, 71825829, 20235664.000000, 51590165.000000, 6.878666, 49.673207, 621432728.000000, 420001400.000000, 201431328.000000, 26.857421, 41.749280
7500025, 2.875000, 6.250000, 72532104, 20071607.000000, 52460497.000000, 6.994710, 31.789617, 596732296.000000, 420001400.000000, 176730896.000000, 23.564041, 38.279362
7500025, 2.750000, 6.250000, 74045176, 20349195.000000, 53695981.000000, 7.159440, 40.368847, 588151984.000000, 420001400.000000, 168150584.000000, 22.420003, 36.470634
7500025, 3.000000, 6.250000, 76625562, 20932072.000000, 55693490.000000, 7.425774, 48.205329, 599831828.000000, 420001400.000000, 179830428.000000, 23.977310, 39.711477
7500025, 4.000000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.500000, 6.250000, 76133109, 20504185.000000, 55628924.000000, 7.417165, 35.334964, 576392724.000000, 420001400.000000, 156391324.000000, 20.852107, 33.223995
7500025, 2.375000, 6.250000, 77048780, 20941242.000000, 56107538.000000, 7.480980, 47.472615, 573264104.000000, 420001400.000000, 153262704.000000, 20.434959, 31.789270
7500025, 2.250000, 6.250000, 74591223, 20124203.000000, 54467020.000000, 7.262245, 29.345232, 564555356.000000, 420001400.000000, 144553956.000000, 19.273797, 29.898572
7500025, 3.875000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 3.750000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.000000, 6.250000, 76118369, 20374225.000000, 55744144.000000, 7.432528, 47.594623, 539874272.000000, 420001400.000000, 119872872.000000, 15.982996, 26.467537
7500025, 2.125000, 6.250000, 76728379, 20851236.000000, 55877143.000000, 7.450261, 39.151599, 561505724.000000, 420001400.000000, 141504324.000000, 18.867180, 28.548561
7500025, 1.875000, 6.250000, 76385982, 20234744.000000, 56151238.000000, 7.486807, 57.550684, 536773900.000000, 420001400.000000, 116772500.000000, 15.569615, 25.061663
7500025, 3.500000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.750000, 6.250000, 76360094, 20241201.000000, 56118893.000000, 7.482494, 52.309329, 528192160.000000, 420001400.000000, 108190760.000000, 14.425387, 23.234671
7500025, 3.375000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.250000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.125000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.000000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 3.250000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.625000, 6.250000, 66830474, 19158486.000000, 47671988.000000, 6.356244, 32.970779, 525034676.000000, 420001400.000000, 105033276.000000, 14.004390, 21.812455
7500025, 1.500000, 6.250000, 73187958, 19812369.000000, 53375589.000000, 7.116721, 47.361896, 516386520.000000, 420001400.000000, 96385120.000000, 12.851306, 19.946586
7500025, 1.375000, 6.250000, 70540660, 19391133.000000, 51149527.000000, 6.819914, 31.935841, 513330132.000000, 420001400.000000, 93328732.000000, 12.443789, 18.578052
7500025, 1.250000, 6.250000, 69080423, 18555129.000000, 50525294.000000, 6.736683, 33.229199, 504686052.000000, 420001400.000000, 84684652.000000, 11.291249, 16.745584
7500025, 1.125000, 6.250000, 66216058, 18652519.000000, 47563539.000000, 6.341784, 32.389749, 501563724.000000, 420001400.000000, 81562324.000000, 10.874940, 15.341526
7500025, 1.000000, 6.250000, 72288511, 19464649.000000, 52823862.000000, 7.043158, 39.767212, 479944148.000000, 420001400.000000, 59942748.000000, 7.992340, 13.243144
7500025, 4.000000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.875000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.750000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.875000, 5.958333, 78492727, 21109815.000000, 57382912.000000, 7.651029, 42.787370, 596768016.000000, 420001400.000000, 176766616.000000, 23.568804, 38.304646
7500025, 2.750000, 5.958333, 77773095, 21387585.000000, 56385510.000000, 7.518043, 42.163566, 588098964.000000, 420001400.000000, 168097564.000000, 22.412934, 36.445077
7500025, 2.375000, 5.958333, 77741593, 20934053.000000, 56807540.000000, 7.574313, 38.310929, 573282936.000000, 420001400.000000, 153281536.000000, 20.437470, 31.813045
7500025, 2.500000, 5.958333, 77551137, 21269230.000000, 56281907.000000, 7.504229, 47.526193, 576356388.000000, 420001400.000000, 156354988.000000, 20.847262, 33.178234
7500025, 2.625000, 5.958333, 79612371, 21445195.000000, 58167176.000000, 7.755598, 52.886783, 584995496.000000, 420001400.000000, 164994096.000000, 21.999139, 35.034118
7500025, 2.250000, 5.958333, 77482136, 21144818.000000, 56337318.000000, 7.511617, 34.563883, 564633572.000000, 420001400.000000, 144632172.000000, 19.284225, 29.947226
7500025, 3.625000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.125000, 5.958333, 77597197, 21261395.000000, 56335802.000000, 7.511415, 44.864297, 561531476.000000, 420001400.000000, 141530076.000000, 18.870614, 28.563396
7500025, 2.000000, 5.958333, 77234191, 20717880.000000, 56516311.000000, 7.535483, 36.719624, 539922784.000000, 420001400.000000, 119921384.000000, 15.989465, 26.489967
7500025, 1.875000, 5.958333, 76382959, 20241357.000000, 56141602.000000, 7.485522, 30.921647, 536861396.000000, 420001400.000000, 116859996.000000, 15.581281, 25.133305
7500025, 3.500000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.625000, 5.958333, 71448578, 19334080.000000, 52114498.000000, 6.948577, 30.703495, 525081516.000000, 420001400.000000, 105080116.000000, 14.010635, 21.845470
7500025, 3.375000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.000000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.125000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.250000, 5.666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 3.375000, 5.958333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.500000, 5.958333, 73009180, 19657615.000000, 53351565.000000, 7.113518, 31.798358, 516388072.000000, 420001400.000000, 96386672.000000, 12.851513, 19.948834
7500025, 1.375000, 5.958333, 71736119, 19780557.000000, 51955562.000000, 6.927385, 35.951425, 513311056.000000, 420001400.000000, 93309656.000000, 12.441246, 18.570343
7500025, 1.125000, 5.958333, 71270951, 19161697.000000, 52109254.000000, 6.947877, 31.775458, 501566776.000000, 420001400.000000, 81565376.000000, 10.875347, 15.345962
7500025, 1.250000, 5.958333, 73007816, 19405422.000000, 53602394.000000, 7.146962, 38.183869, 504676356.000000, 420001400.000000, 84674956.000000, 11.289957, 16.744845
7500025, 1.000000, 5.958333, 68427591, 18979852.000000, 49447739.000000, 6.593010, 34.551959, 479938908.000000, 420001400.000000, 59937508.000000, 7.991641, 13.235858
10000000, 3.250000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.875000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.750000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.500000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.375000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.500000, 5.666667, 75004804, 20702912.000000, 54301892.000000, 7.240228, 39.095853, 576379300.000000, 420001400.000000, 156377900.000000, 20.850317, 33.187479
7500025, 2.750000, 5.666667, 75254798, 21213918.000000, 54040880.000000, 7.205427, 34.195359, 588121104.000000, 420001400.000000, 168119704.000000, 22.415886, 36.449992
7500025, 3.250000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.375000, 5.666667, 77048774, 21295257.000000, 55753517.000000, 7.433777, 39.324739, 573241160.000000, 420001400.000000, 153239760.000000, 20.431900, 31.792871
7500025, 2.625000, 5.666667, 77720293, 21697286.000000, 56023007.000000, 7.469709, 42.105049, 585012228.000000, 420001400.000000, 165010828.000000, 22.001370, 35.069731
7500025, 2.250000, 5.666667, 74441444, 20680832.000000, 53760612.000000, 7.168058, 42.357089, 564583304.000000, 420001400.000000, 144581904.000000, 19.277523, 29.907764
7500025, 1.625000, 5.666667, 72990020, 20689039.000000, 52300981.000000, 6.973441, 31.283395, 525073164.000000, 420001400.000000, 105071764.000000, 14.009522, 21.840473
7500025, 2.125000, 5.666667, 76053981, 20797345.000000, 55256636.000000, 7.367527, 44.367867, 561582668.000000, 420001400.000000, 141581268.000000, 18.877439, 28.591416
7500025, 2.000000, 5.666667, 75748260, 20956394.000000, 54791866.000000, 7.305558, 37.858552, 539857216.000000, 420001400.000000, 119855816.000000, 15.980722, 26.456287
7500025, 1.875000, 5.666667, 76312430, 20740913.000000, 55571517.000000, 7.409511, 46.074651, 536750712.000000, 420001400.000000, 116749312.000000, 15.566523, 25.054924
7500025, 3.125000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.000000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.875000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.750000, 5.666667, 77180379, 21378263.000000, 55802116.000000, 7.440257, 44.410232, 528153552.000000, 420001400.000000, 108152152.000000, 14.420239, 23.198303
7500025, 1.500000, 5.666667, 75656740, 20656207.000000, 55000533.000000, 7.333380, 45.530098, 516391984.000000, 420001400.000000, 96390584.000000, 12.852035, 19.952775
7500025, 1.375000, 5.666667, 74654886, 20206381.000000, 54448505.000000, 7.259776, 39.403710, 513322112.000000, 420001400.000000, 93320712.000000, 12.442720, 18.581522
7500025, 2.750000, 5.375000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 1.250000, 5.666667, 73089954, 19797811.000000, 53292143.000000, 7.105595, 40.677804, 504667712.000000, 420001400.000000, 84666312.000000, 11.288804, 16.730895
7500025, 1.000000, 5.666667, 73540018, 19517322.000000, 54022696.000000, 7.203002, 31.215128, 479957676.000000, 420001400.000000, 59956276.000000, 7.994143, 13.244850
7500025, 1.125000, 5.666667, 73632554, 19714442.000000, 53918112.000000, 7.189058, 40.373382, 501578440.000000, 420001400.000000, 81577040.000000, 10.876902, 15.352168
7500025, 3.875000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 4.000000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.750000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.500000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.375000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.250000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.000000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.875000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.750000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.625000, 5.083333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.625000, 5.375000, 75187462, 21069780.000000, 54117682.000000, 7.215667, 39.839030, 584958812.000000, 420001400.000000, 164957412.000000, 21.994248, 35.013998
7500025, 2.375000, 5.375000, 72632135, 20874853.000000, 51757282.000000, 6.900948, 34.075761, 573268236.000000, 420001400.000000, 153266836.000000, 20.435510, 31.836850
7500025, 2.500000, 5.375000, 74870521, 20882538.000000, 53987983.000000, 7.198374, 42.893762, 576270460.000000, 420001400.000000, 156269060.000000, 20.835805, 33.138242
7500025, 2.250000, 5.375000, 75173711, 20777578.000000, 54396133.000000, 7.252794, 26.574702, 564617852.000000, 420001400.000000, 144616452.000000, 19.282129, 29.951260
7500025, 2.125000, 5.375000, 75806150, 21359937.000000, 54446213.000000, 7.259471, 38.766547, 561512564.000000, 420001400.000000, 141511164.000000, 18.868092, 28.540582
7500025, 1.625000, 5.375000, 76660113, 21058964.000000, 55601149.000000, 7.413462, 44.239872, 525027348.000000, 420001400.000000, 105025948.000000, 14.003413, 21.790233
7500025, 1.750000, 5.375000, 76840499, 21936225.000000, 54904274.000000, 7.320545, 46.630512, 528190684.000000, 420001400.000000, 108189284.000000, 14.425190, 23.224069
7500025, 1.875000, 5.375000, 77487513, 21406392.000000, 56081121.000000, 7.477458, 40.930848, 536832144.000000, 420001400.000000, 116830744.000000, 15.577381, 25.097523
7500025, 1.500000, 5.375000, 75782584, 20647388.000000, 55135196.000000, 7.351335, 52.872193, 516365240.000000, 420001400.000000, 96363840.000000, 12.848469, 19.930763
7500025, 1.000000, 5.375000, 73620443, 20558462.000000, 53061981.000000, 7.074907, 40.009276, 479946556.000000, 420001400.000000, 59945156.000000, 7.992661, 13.242641
7500025, 1.250000, 5.375000, 75208416, 20453936.000000, 54754480.000000, 7.300573, 36.202864, 504649596.000000, 420001400.000000, 84648196.000000, 11.286389, 16.725783
7500025, 1.125000, 5.375000, 74702185, 20413709.000000, 54288476.000000, 7.238439, 38.015003, 501570904.000000, 420001400.000000, 81569504.000000, 10.875898, 15.366903
7500025, 1.375000, 5.375000, 75917497, 20999171.000000, 54918326.000000, 7.322419, 44.329672, 513350216.000000, 420001400.000000, 93348816.000000, 12.446467, 18.596631
7500025, 4.000000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.875000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 2.500000, 5.958333, 98940087, 27949657.000000, 70990430.000000, 7.099043, 36.604644, 768503536.000000, 560000000.000000, 208503536.000000, 20.850354, 33.198364
7500025, 3.750000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.500000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.375000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.250000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.125000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.000000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 2.000000, 5.958333, 95627836, 25802739.000000, 69825097.000000, 6.982510, 40.578193, 719808688.000000, 560000000.000000, 159808688.000000, 15.980869, 26.451932
7500025, 2.875000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.750000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.500000, 5.083333, 70953958, 18980059.000000, 51973899.000000, 6.929830, 40.412452, 576360156.000000, 420001400.000000, 156358756.000000, 20.847765, 33.183499
7500025, 2.625000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.500000, 4.791667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.375000, 5.083333, 69128995, 19517256.000000, 49611739.000000, 6.614876, 38.811713, 573212904.000000, 420001400.000000, 153211504.000000, 20.428132, 31.761122
7500025, 2.250000, 5.083333, 70066623, 19613045.000000, 50453578.000000, 6.727121, 28.725566, 564659852.000000, 420001400.000000, 144658452.000000, 19.287729, 29.977636
7500025, 2.125000, 5.083333, 72299022, 20247092.000000, 52051930.000000, 6.940234, 47.063551, 561504848.000000, 420001400.000000, 141503448.000000, 18.867064, 28.541836
7500025, 2.000000, 5.083333, 72133927, 19651688.000000, 52482239.000000, 6.997609, 30.500161, 539870560.000000, 420001400.000000, 119869160.000000, 15.982501, 26.459187
7500025, 1.625000, 5.083333, 70373306, 20027987.000000, 50345319.000000, 6.712687, 38.180370, 525078092.000000, 420001400.000000, 105076692.000000, 14.010179, 21.820575
7500025, 1.875000, 5.083333, 71873504, 20254037.000000, 51619467.000000, 6.882573, 38.660496, 536721792.000000, 420001400.000000, 116720392.000000, 15.562667, 25.024307
7500025, 1.750000, 5.083333, 70974168, 19971535.000000, 51002633.000000, 6.800328, 33.940880, 528206508.000000, 420001400.000000, 108205108.000000, 14.427300, 23.252048
7500025, 1.500000, 5.083333, 72021755, 19767936.000000, 52253819.000000, 6.967153, 29.652158, 516425504.000000, 420001400.000000, 96424104.000000, 12.856504, 19.970972
7500025, 1.375000, 5.083333, 71734599, 20110659.000000, 51623940.000000, 6.883169, 41.483659, 513295220.000000, 420001400.000000, 93293820.000000, 12.439135, 18.559055
7500025, 1.000000, 5.083333, 73301160, 19999534.000000, 53301626.000000, 7.106860, 37.957061, 480139452.000000, 420001400.000000, 60138052.000000, 8.018380, 13.344564
7500025, 1.250000, 5.083333, 73141475, 20106333.000000, 53035142.000000, 7.071329, 45.738105, 504670540.000000, 420001400.000000, 84669140.000000, 11.289181, 16.741683
7500025, 4.000000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.750000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.875000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.500000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 3.875000, 6.833333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.125000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
10000000, 2.125000, 5.958333, 93468456, 25848042.000000, 67620414.000000, 6.762041, 40.780583, 748652144.000000, 560000000.000000, 188652144.000000, 18.865214, 28.551296
7500025, 3.250000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.000000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.875000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.625000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.750000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.500000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.375000, 4.500000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 2.375000, 4.791667, 64840579, 18429705.000000, 46410874.000000, 6.188096, 31.447036, 573194816.000000, 420001400.000000, 153193416.000000, 20.425721, 31.755292
7500025, 2.125000, 4.791667, 67021654, 18994202.000000, 48027452.000000, 6.403639, 35.023773, 561473356.000000, 420001400.000000, 141471956.000000, 18.862865, 28.541937
7500025, 2.000000, 4.791667, 67851504, 18964435.000000, 48887069.000000, 6.518254, 41.146106, 539880576.000000, 420001400.000000, 119879176.000000, 15.983837, 26.467849
7500025, 1.750000, 4.791667, 66423237, 18707357.000000, 47715880.000000, 6.362096, 32.336071, 528145236.000000, 420001400.000000, 108143836.000000, 14.419130, 23.201833
7500025, 1.875000, 4.791667, 67665419, 18697154.000000, 48968265.000000, 6.529080, 46.613412, 536741376.000000, 420001400.000000, 116739976.000000, 15.565278, 25.049683
7500025, 1.625000, 4.791667, 69839948, 19840430.000000, 49999518.000000, 6.666580, 41.485672, 525049432.000000, 420001400.000000, 105048032.000000, 14.006358, 21.817993
7500025, 1.500000, 4.791667, 69666622, 19481349.000000, 50185273.000000, 6.691347, 33.992755, 516412864.000000, 420001400.000000, 96411464.000000, 12.854819, 19.973320
7500025, 1.375000, 4.791667, 70630104, 20087195.000000, 50542909.000000, 6.739032, 39.760670, 513323796.000000, 420001400.000000, 93322396.000000, 12.442945, 18.586446
10000000, 1.000000, 5.958333, 91309207, 25176893.000000, 66132314.000000, 6.613231, 31.577284, 639871680.000000, 560000000.000000, 79871680.000000, 7.987168, 13.209874
7500025, 1.125000, 4.791667, 71705943, 19902373.000000, 51803570.000000, 6.907120, 34.486909, 501603764.000000, 420001400.000000, 81602364.000000, 10.880279, 15.361854
7500025, 1.000000, 4.791667, 72554894, 19744572.000000, 52810322.000000, 7.041353, 37.336910, 479937868.000000, 420001400.000000, 59936468.000000, 7.991502, 13.235163
7500025, 1.250000, 4.791667, 73787884, 20322569.000000, 53465315.000000, 7.128685, 45.764714, 504645280.000000, 420001400.000000, 84643880.000000, 11.285813, 16.722864
7500025, 4.000000, 4.208333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.875000, 4.208333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.750000, 4.208333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.625000, 4.208333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
7500025, 3.500000, 4.208333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
